DLC,DATA0,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,ATTACK_TYPE
8,0e,80,0,0,27,7f,3,be,Normal
8,dc,b9,7f,14,11,20,0,14,Normal
8,13,80,0,ff,0c,80,4,e5,Normal
8,9,80,0,0,12,7f,4,c2,Normal
8,15,80,0,ff,1d,80,6,9b,Normal
8,0,0,0,0,12,0,26,d8,Normal
8,15,80,8,ff,24,80,9,fc,Normal
8,5,80,0,0,39,7f,9,48,Normal
8,10,0,0,0,8,21,2a,d3,Normal
8,0,0,0,0,0,7,0a,21,Normal
8,18,80,8,ff,20,80,0e,4f,Normal
8,10,0,0,0,10,29,2e,e9,Normal
8,17,80,8,ff,23,80,1,24,Normal
8,5,20,e4,68,75,0,0,dc,Normal
8,f7,7f,0,0,11,7f,7,c8,Normal
8,12,80,0,0,3d,7f,0e,2a,Normal
8,1d,80,8,ff,0f,80,0,6b,Normal
8,0,80,0,0,4b,7f,0,c2,Normal
8,10,0,0,0,1c,7,20,df,Normal
8,19,80,8,ff,7,80,2,34,Normal
8,10,0,0,0,20,2,22,a6,Normal
8,1c,26,26,30,8,8f,71,3a,Normal
8,17,80,8,ff,9,80,3,21,Normal
8,ee,7f,0,0,4e,7f,3,74,Normal
8,10,0,0,0,22,8,23,7a,Normal
8,13,80,8,ff,16,80,5,98,Normal
8,10,0,0,0,4,20,26,9,Normal
8,13,80,8,ff,12,80,8,1f,Normal
8,5,80,0,0,2b,7f,8,4e,Normal
8,10,0,0,0,8,28,28,ff,Normal
8,1c,26,26,30,8,8f,71,29,Normal
8,16,80,8,ff,0b,80,9,ad,Normal
8,0e,80,0,0,27,7f,9,6c,Normal
8,23,80,8,ff,13,80,0e,8,Normal
8,50,0,0,0,14,22,2e,bf,Normal
8,ee,7f,0,0,36,7f,5,7e,Normal
8,10,0,0,0,8,5,25,30,Normal
8,e9,7f,0,0,4c,7f,7,8d,Normal
8,19,80,8,ff,1b,80,0e,ba,Normal
8,23,80,8,ff,15,80,2,91,Normal
8,12,80,0,0,24,7f,2,2d,Normal
8,13,80,8,ff,18,80,7,ab,Normal
8,50,0,0,0,8,28,27,9a,Normal
8,5,26,3c,0a,26,22,0,6f,Normal
8,e0,7f,0,0,65,7f,9,17,Normal
8,50,0,0,0,0c,29,29,76,Normal
8,0a,80,8,ff,0c,80,0b,1f,Normal
8,fb,7f,0,0,68,7f,0b,24,Normal
8,1a,80,8,ff,1a,80,1,69,Normal
8,50,0,0,0,2,20,21,81,Normal
8,1e,80,8,ff,1c,80,3,3f,Normal
8,0e,80,0,0,26,7f,3,31,Normal
8,50,0,0,0,4,25,24,8c,Normal
8,1d,80,8,ff,29,80,5,37,Normal
8,fb,7f,0,0,30,7f,5,f6,Normal
8,50,0,0,0,6,26,25,46,Normal
8,18,80,8,ff,2a,80,7,b5,Normal
8,50,0,0,0,0a,20,27,c3,Normal
8,10,0,0,0,6,2,28,41,Normal
8,13,80,8,ff,fc,7f,1,32,Normal
8,0,80,0,0,19,7f,1,a4,Normal
8,10,0,0,0,18,8,21,67,Normal
8,13,80,8,ff,1,80,3,44,Normal
8,5,80,0,0,12,7f,4,79,Normal
8,10,0,0,0,1e,0d,24,6a,Normal
8,10,0,0,0,2,27,28,53,Normal
8,17,80,0,0,2a,7f,6,64,Normal
8,10,0,0,0,0e,33,26,66,Normal
8,10,0,0,0,16,3,26,b3,Normal
8,10,0,0,0,1c,7,29,2a,Normal
8,0e,80,8,ff,f0,7f,9,8f,Normal
8,10,0,0,0,24,0,29,f7,Normal
8,0d,80,8,ff,ea,7f,0a,58,Normal
8,f2,7f,0,0,5a,7f,0a,9d,Normal
8,10,0,0,0,2,27,2a,69,Normal
8,1b,80,0,0,4b,7f,0e,e8,Normal
8,10,0,0,0,0a,26,2e,5d,Normal
8,19,80,8,ff,27,80,0f,85,Normal
8,25,80,0,0,41,7f,0f,2d,Normal
8,10,0,0,0,0c,29,2f,e6,Normal
8,20,80,8,ff,30,80,2,cf,Normal
8,10,0,0,0,14,22,23,e0,Normal
8,1f,80,8,ff,24,80,4,15,Normal
8,10,0,0,0,16,22,24,b0,Normal
8,5,20,a4,68,75,0,0,9c,Normal
8,1d,80,8,ff,1c,80,0a,2d,Normal
8,10,0,0,0,4,25,2a,f4,Normal
8,5,25,4c,0a,25,22,0,6f,Normal
8,1a,80,8,ff,1c,80,4,5,Normal
8,f2,7f,0,0,4e,7f,5,38,Normal
8,0f,80,8,ff,2d,80,9,ae,Normal
8,f2,7f,0,0,29,7f,9,7e,Normal
8,0a,80,8,ff,13,80,0c,d2,Normal
8,10,0,0,0,16,22,2c,58,Normal
8,1c,25,26,30,8,8f,71,2a,Normal
8,0d,80,8,ff,18,80,1,5d,Normal
8,0e,80,0,0,31,7f,1,99,Normal
8,10,0,0,0,2,29,21,49,Normal
8,12,80,8,ff,13,80,0b,ea,Normal
8,12,80,0,0,4d,7f,0e,62,Normal
8,1f,80,8,ff,23,80,1,f6,Normal
8,0e,80,0,0,26,7f,1,0b,Normal
8,5,80,0,0,1a,7f,0f,ba,Normal
8,10,0,0,0,14,22,2f,7c,Normal
8,10,0,0,0,2,29,25,3d,Normal
8,8,80,8,ff,1c,80,5,1b,Normal
8,0,80,0,0,44,7f,5,2d,Normal
8,60,82,40,0a,0,1f,2,0,Normal
8,10,0,0,0,4,20,25,2e,Normal
8,0e,80,0,0,55,7f,8,3a,Normal
8,10,0,0,0,0a,26,28,13,Normal
8,0e,80,8,ff,26,80,0b,49,Normal
8,0d,80,8,ff,9,80,0a,5,Normal
8,10,0,0,0,18,27,2b,63,Normal
8,0f,80,8,ff,8,80,0e,44,Normal
8,5,80,0,0,24,7f,0e,86,Normal
8,10,0,0,0,4,0,2e,94,Normal
8,10,0,0,0,4,20,2d,c6,Normal
8,0a,80,8,ff,5,80,1,4e,Normal
8,10,0,0,0,0e,29,22,64,Normal
8,9,80,0,0,3b,7f,5,6c,Normal
8,10,0,0,0,1a,0,28,cb,Normal
8,0,0,0,0,2,27,24,76,Normal
8,16,80,8,ff,0d,80,5,34,Normal
8,7,80,8,ff,13,80,0d,29,Normal
8,5,80,0,0,30,7f,0d,bf,Normal
8,10,0,0,0,14,22,2d,46,Normal
8,1b,80,8,ff,1d,80,0c,3f,Normal
8,1b,80,0,0,1d,7f,0c,af,Normal
8,10,0,0,0,4,20,2c,db,Normal
8,1b,80,8,ff,2a,80,0,1,Normal
8,10,0,0,0,0e,29,21,43,Normal
8,1a,80,8,ff,15,80,1,ef,Normal
8,1b,80,8,ff,0b,80,2,84,Normal
8,18,80,8,ff,6,80,6,92,Normal
8,10,0,0,0,6,21,26,46,Normal
8,10,0,0,0,10,33,2b,f6,Normal
8,10,80,0,ff,2d,80,8,21,Normal
8,f2,7f,0,0,3b,7f,8,78,Normal
8,13,80,8,ff,27,80,0c,ca,Normal
8,10,0,0,0,1a,0,2c,bf,Normal
8,16,80,8,ff,2d,80,0d,ec,Normal
8,1e,80,8,ff,30,80,3,5,Normal
8,20,80,8,ff,f0,7f,5,7d,Normal
8,10,0,0,0,2,20,25,2b,Normal
8,18,80,0,ff,fa,7f,4,1c,Normal
8,e9,7f,0,0,3f,7f,4,6e,Normal
8,13,80,8,ff,6,80,7,ba,Normal
8,12,80,8,ff,1,80,8,d6,Normal
8,fb,7f,0,0,27,7f,8,e5,Normal
8,12,80,8,ff,fa,7f,9,82,Normal
8,60,82,38,0a,0,1f,2,0,Normal
8,10,0,0,0,0c,29,29,a8,Normal
8,9,80,8,ff,1,80,0c,2e,Normal
8,10,0,0,0,12,23,2c,12,Normal
8,6,80,8,ff,0e,80,0d,e9,Normal
8,f2,7f,0,0,41,7f,0f,6c,Normal
8,17,80,0,0,4c,7f,0f,c4,Normal
8,1c,25,26,30,8,8f,73,17,Normal
8,0f,80,8,ff,0c,80,4,90,Normal
8,fb,7f,0,0,2d,7f,4,76,Normal
8,10,0,0,0,14,22,24,b3,Normal
8,0f,80,0,ff,2,80,0,9a,Normal
8,0,80,0,0,3a,7f,1,18,Normal
8,10,80,8,ff,16,80,3,31,Normal
8,5,80,0,0,41,7f,3,de,Normal
8,10,0,0,0,4,0,23,15,Normal
8,0e,80,8,ff,0f,80,5,5c,Normal
8,12,80,8,ff,10,80,7,fa,Normal
8,10,0,0,0,4,25,27,75,Normal
8,10,0,0,0,0c,2f,2b,27,Normal
8,e9,7f,0,0,8,7f,0e,1e,Normal
8,10,0,0,0,14,20,2f,e4,Normal
8,10,80,8,ff,22,80,1,25,Normal
8,10,0,0,0,4,22,23,f8,Normal
8,0,0,0,0,2,20,2c,67,Normal
8,1c,25,26,30,8,8f,71,3b,Normal
8,5,80,0,0,37,7f,0f,0f,Normal
8,fb,7f,0,0,0d,7f,3,15,Normal
8,10,0,0,0,4,25,23,1,Normal
8,10,80,8,ff,16,80,7,45,Normal
8,f2,7f,0,0,1a,7f,7,7c,Normal
8,10,0,0,0,0c,2f,27,bb,Normal
8,0b,80,8,ff,14,80,6,d7,Normal
8,0b,80,8,ff,13,80,7,40,Normal
8,9,80,0,0,6d,7f,0b,b7,Normal
8,23,80,8,ff,fc,7f,0,f9,Normal
8,fb,7f,0,0,2d,7f,0,2,Normal
8,ee,7f,0,0,32,7f,1,0c,Normal
8,10,0,0,0,10,0b,21,bf,Normal
8,0,40,60,ff,7e,ab,9,0,Normal
8,db,7f,0,0,3d,7f,3,52,Normal
8,10,0,0,0,14,20,23,78,Normal
8,ff,0,0,0,ff,ab,9,0,Normal
8,0f,80,8,ff,0e,80,5,8e,Normal
8,60,82,44,0a,0,1f,2,0,Normal
8,e0,7f,0,0,4e,7f,5,3b,Normal
8,0f,80,8,ff,f8,7f,8,c3,Normal
8,10,0,0,0,6,26,28,19,Normal
8,12,80,8,ff,fc,7f,0a,a0,Normal
8,0e,80,0,0,70,7f,0a,b9,Normal
8,9,80,0,0,67,7f,0b,b8,Normal
8,0,0,0,0,2,20,22,c1,Normal
8,0,40,60,ff,7e,ac,9,0,Normal
8,0e,80,8,ff,1a,80,5,cd,Normal
8,10,0,0,0,4,25,25,4f,Normal
8,ff,0,0,0,ff,ac,9,0,Normal
8,f7,7f,0,0,22,7f,7,6c,Normal
8,10,0,0,0,8,29,27,8,Normal
8,0,0,0,0,0,0a,0b,7,Normal
8,10,80,8,ff,12,80,2,2a,Normal
8,10,0,0,0,0a,20,24,3a,Normal
8,0,0,0,0,0,0a,0c,54,Normal
8,18,80,8,ff,1f,80,6,9,Normal
8,1b,80,0,0,13,7f,6,74,Normal
8,ff,0,0,0,ff,ad,9,0,Normal
8,1a,80,8,ff,24,80,9,a0,Normal
8,fb,7f,0,0,19,7f,9,d9,Normal
8,50,0,0,0,8,22,20,0b,Normal
8,0,0,0,0,0,0a,7,9b,Normal
8,50,0,0,0,6,20,2c,6,Normal
8,1a,80,8,ff,1c,80,1,6c,Normal
8,11,80,8,ff,fb,7f,4,6b,Normal
8,50,0,0,0,2,20,24,e8,Normal
8,f7,7f,0,0,54,7f,6,3c,Normal
8,0,80,0,0,59,7f,7,8a,Normal
8,1c,25,26,30,8,8f,71,2a,Normal
8,5,80,0,0,29,7f,0f,1e,Normal
8,50,0,0,0,2,12,2f,7e,Normal
8,0,0,0,0,0,0a,3,ef,Normal
8,11,80,8,ff,f8,7f,3,b4,Normal
8,f2,7f,0,0,32,7f,3,34,Normal
8,50,0,0,0,0a,12,23,ee,Normal
8,0a,80,8,ff,fa,7f,7,4f,Normal
8,5,80,0,0,61,7f,0a,1b,Normal
8,50,0,0,0,18,8,2a,76,Normal
8,10,0,0,0,4,25,2d,a7,Normal
8,15,80,8,ff,0d,80,0,ba,Normal
8,10,0,0,0,0a,20,20,4e,Normal
8,10,80,8,ff,15,80,4,ee,Normal
8,ee,7f,0,0,3f,7f,4,e0,Normal
8,10,0,0,0,12,25,24,4f,Normal
8,0c,b8,7f,14,11,20,0,14,Normal
8,10,0,0,0,18,0,27,73,Normal
8,40,b8,7f,14,11,20,0,14,Normal
8,0e,80,8,ff,2d,80,0b,c9,Normal
8,12,80,0,0,1e,7f,0b,ff,Normal
8,10,0,0,0,8,25,2b,e3,Normal
8,1b,80,8,ff,29,80,1,90,Normal
8,50,0,0,0,14,21,21,d0,Normal
8,18,80,8,ff,21,80,2,5c,Normal
8,15,80,8,ff,19,80,3,83,Normal
8,e5,7f,0,0,46,7f,3,4d,Normal
8,50,0,0,0,2,20,23,bb,Normal
8,10,80,8,ff,14,80,5,7c,Normal
8,50,0,0,0,4,3,26,76,Normal
8,18,80,8,ff,0f,80,0e,f9,Normal
8,50,0,0,0,14,20,2e,27,Normal
8,5,25,24,0a,25,20,0,6f,Normal
8,50,0,0,0,4,20,23,be,Normal
8,0,0,0,0,0,0a,0,c8,Normal
8,1d,80,8,ff,15,80,6,32,Normal
8,5,80,0,0,41,7f,6,b7,Normal
8,50,0,0,0,0a,0,26,ab,Normal
8,5,25,28,0a,25,21,0,6f,Normal
8,86,b8,7f,14,11,20,0,14,Normal
8,1a,80,8,ff,7,80,8,1,Normal
8,f7,7f,0,0,48,7f,8,88,Normal
8,dc,b8,7f,14,11,20,0,14,Normal
8,13,80,8,ff,1a,80,0a,29,Normal
8,e5,7f,0,0,3f,7f,0a,73,Normal
8,50,0,0,0,8,20,2a,41,Normal
8,0e,80,8,ff,35,80,0c,8e,Normal
8,e9,7f,0,0,2c,7f,0c,12,Normal
8,19,80,8,ff,8,80,3,af,Normal
8,fb,7f,0,0,11,7f,4,54,Normal
8,f7,7f,0,0,31,7f,0a,79,Normal
8,d8,60,0,8b,0,0,0,0,Normal
8,0d,80,8,ff,0b,80,0d,55,Normal
8,50,0,0,0,12,0f,2f,e9,Normal
8,1c,24,24,30,8,8f,6a,1,Normal
8,9,80,8,ff,19,80,8,4e,Normal
8,50,0,0,0,24,0,28,34,Normal
8,5,24,2c,0a,24,20,0,6f,Normal
8,25,80,0,0,41,7f,0b,59,Normal
8,50,0,0,0,8,28,2c,55,Normal
8,18,80,8,ff,2d,80,4,18,Normal
8,e5,7f,0,0,30,7f,5,4e,Normal
8,5,20,24,68,75,0,0,1c,Normal
8,5,20,44,68,75,0,0,7c,Normal
8,0e,80,0,0,33,7f,0c,1b,Normal
8,9,80,0,0,3a,7f,5,e3,Normal
8,50,0,0,0,4,22,25,68,Normal
8,1d,80,8,ff,23,80,0b,9e,Normal
8,16,80,8,ff,0c,80,1,cf,Normal
8,0,0,0,0,0,0a,8,20,Normal
8,5,23,54,0a,23,20,0,6f,Normal
8,60,82,54,0a,0,1f,2,0,Normal
8,5,23,58,0a,23,1f,0,6f,Normal
8,10,80,8,ff,f8,7f,3,e9,Normal
8,50,0,0,0,2,21,23,f7,Normal
8,0,40,60,ff,7e,b9,9,0,Normal
8,ff,0,0,0,ff,b9,9,0,Normal
8,0f,80,8,ff,f2,7f,4,50,Normal
8,f7,7f,0,0,5e,7f,5,14,Normal
8,1c,23,23,30,8,8f,62,2d,Normal
8,17,80,0,0,2d,7f,0d,21,Normal
8,5,23,48,0a,23,1f,0,6f,Normal
8,f7,7f,0,0,41,7f,0f,58,Normal
8,50,0,0,0,10,29,2f,2a,Normal
8,0,40,60,ff,7e,b7,9,0,Normal
8,ff,0,0,0,ff,b7,9,0,Normal
8,0,40,60,ff,7e,b6,9,0,Normal
8,18,80,8,ff,2a,80,1,fb,Normal
8,0,80,0,0,53,7f,1,cb,Normal
8,1a,80,8,ff,29,80,3,f7,Normal
8,5,23,4c,0a,23,1f,0,6f,Normal
8,21,80,8,ff,16,80,0b,52,Normal
8,0,40,60,ff,7e,b5,9,0,Normal
8,1e,80,8,ff,1,80,0d,4,Normal
8,5,23,44,0a,23,1f,0,6f,Normal
8,9,80,8,ff,22,80,4,7a,Normal
8,9,80,8,ff,21,80,5,eb,Normal
8,fb,7f,0,0,52,7f,5,a5,Normal
8,ff,0,0,0,ff,af,9,0,Normal
8,1c,23,23,30,8,8f,63,3d,Normal
8,50,0,0,0,4,20,26,d7,Normal
8,1c,23,23,30,8,8f,63,0a,Normal
8,0,40,60,ff,7e,b2,9,0,Normal
8,50,0,0,0,0e,29,2b,4f,Normal
8,0a,80,8,ff,1a,80,0f,76,Normal
8,50,0,0,0,16,22,2f,a1,Normal
8,0,40,60,ff,7e,af,9,0,Normal
8,0e,80,0,0,3f,7f,4,f9,Normal
8,50,0,0,0,4,25,25,91,Normal
8,1c,23,23,30,8,8f,64,3c,Normal
8,50,0,0,0,0c,2f,29,c3,Normal
8,f7,7f,0,0,38,7f,0f,93,Normal
8,50,0,0,0,2,20,20,9c,Normal
8,5,80,0,0,24,7f,1,3d,Normal
8,50,0,0,0,4,22,21,1c,Normal
8,1b,23,23,30,8,8f,66,2a,Normal
8,5,23,30,0a,23,1f,0,6f,Normal
8,15,80,8,ff,0e,80,7,65,Normal
8,5,80,0,0,40,7f,7,25,Normal
8,5,23,2c,0a,23,1f,0,6f,Normal
8,1b,80,8,ff,1d,80,0f,18,Normal
8,1b,23,23,30,8,8f,67,29,Normal
8,50,0,0,0,14,20,26,cf,Normal
8,1c,23,23,30,8,8f,66,7,Normal
8,16,80,8,ff,0d,80,8,b5,Normal
8,50,0,0,0,2,20,2a,4e,Normal
8,1c,23,23,30,8,8f,65,2a,Normal
8,13,80,8,ff,10,80,0c,68,Normal
8,f7,7f,0,0,3d,7f,0c,3d,Normal
8,12,80,8,ff,0d,80,0d,b5,Normal
8,50,0,0,0,8,20,2d,12,Normal
8,5,23,3c,0a,23,1f,0,6f,Normal
8,1b,23,23,30,8,8f,66,3b,Normal
8,10,80,8,ff,0c,80,0e,a7,Normal
8,10,80,0,ff,0c,80,0d,f7,Normal
8,1b,23,23,30,8,8f,66,8,Normal
8,0b,80,0,ff,1b,80,0e,ce,Normal
8,0,0,0,0,4,0,2e,2d,Normal
8,1b,23,23,30,8,8f,66,19,Normal
8,5f,82,3c,0a,0,1f,2,0,Normal
8,7e,89,0,0,25,0,0,0,Normal
8,5,80,0,0,10,7f,0,0e,Normal
8,0,0,0,0,4,25,20,9f,Normal
8,5,80,0,0,8,7f,1,7,Normal
8,1c,23,23,30,8,8f,66,18,Normal
8,1c,23,23,30,8,8f,66,29,Normal
8,1b,80,0,ff,1b,80,4,a5,Normal
8,1c,23,23,30,8,8f,66,3a,Normal
8,19,80,0,ff,15,80,5,0b,Normal
8,f7,7f,0,0,27,7f,5,df,Normal
8,1c,23,23,30,8,8f,65,8,Normal
8,d8,5e,0,8b,0,0,0,0,Normal
8,16,80,0,ff,4,80,6,e7,Normal
8,f2,7f,0,0,36,7f,6,5b,Normal
8,0,0,0,0,10,0b,26,55,Normal
8,11,80,0,ff,5,80,7,fb,Normal
8,ee,7f,0,0,3d,7f,7,c4,Normal
8,0e,80,0,ff,1c,80,8,3e,Normal
8,f7,7f,0,0,2d,7f,8,51,Normal
8,5,23,28,0a,23,1f,0,6f,Normal
8,1c,23,23,30,8,8f,67,39,Normal
8,1c,23,23,30,8,8f,67,6,Normal
8,13,80,0,ff,0c,80,0e,37,Normal
8,e0,7f,0,0,31,7f,0e,3a,Normal
8,0,0,0,0,8,25,2e,33,Normal
8,d8,60,0,8a,0,0,0,0,Normal
8,1b,23,23,30,8,8f,68,28,Normal
8,1b,23,23,30,8,8f,68,39,Normal
8,16,80,0,ff,0e,80,1,bb,Normal
8,1b,23,23,30,8,8f,68,6,Normal
8,1e,80,0,ff,16,80,2,5a,Normal
8,1b,80,0,0,42,7f,2,f7,Normal
8,0,0,0,0,10,27,22,23,Normal
8,1b,23,23,30,8,8f,68,17,Normal
8,22,80,0,ff,8,80,3,3b,Normal
8,1b,80,0,0,34,7f,3,a7,Normal
8,0,0,0,0,12,25,23,a5,Normal
8,5f,82,2c,0a,0,1f,2,0,Normal
8,d8,61,0,8a,0,0,0,0,Normal
8,1c,23,23,30,8,8f,65,3b,Normal
8,20,80,0,ff,fe,7f,5,3,Normal
8,ee,7f,0,0,27,7f,5,e9,Normal
8,0,0,0,0,16,0,25,f9,Normal
8,17,80,0,ff,15,80,6,2d,Normal
8,e0,7f,0,0,1a,7f,6,62,Normal
8,1c,23,23,30,8,8f,65,19,Normal
8,5,23,38,0a,23,1f,0,6f,Normal
8,11,80,0,ff,19,80,8,52,Normal
8,0,80,0,0,33,7f,8,6e,Normal
8,16,80,0,ff,15,80,9,cb,Normal
8,12,80,0,0,48,7f,9,b8,Normal
8,0,0,0,0,4,3,29,aa,Normal
8,19,80,0,ff,1b,80,0a,b9,Normal
8,0e,80,0,0,4e,7f,0a,98,Normal
8,19,80,0,ff,1d,80,0b,a1,Normal
8,0,0,0,0,8,22,2b,a3,Normal
8,18,80,0,ff,10,80,0c,2a,Normal
8,1b,23,23,30,8,8f,65,3c,Normal
8,16,80,0,ff,6,80,0d,2b,Normal
8,f7,7f,0,0,10,7f,0d,95,Normal
8,5f,82,38,0a,0,1f,2,0,Normal
8,10,80,0,ff,0b,80,0e,5a,Normal
8,e9,7f,0,0,19,7f,0e,89,Normal
8,1b,23,23,30,8,8f,67,18,Normal
8,0d,80,0,ff,1a,80,0f,8f,Normal
8,ee,7f,0,0,27,7f,0f,3b,Normal
8,0,0,0,0,10,28,2f,1,Normal
8,0f,80,0,ff,24,80,0,af,Normal
8,0,0,0,0,12,33,20,83,Normal
8,12,80,0,ff,1c,80,1,c9,Normal
8,12,80,0,0,4d,7f,1,d9,Normal
8,0,0,0,0,14,20,21,fb,Normal
8,5,22,48,0a,22,1f,0,6f,Normal
8,1b,22,23,30,8,8f,64,0b,Normal
8,17,80,0,ff,10,80,2,d0,Normal
8,0,0,0,0,16,20,22,df,Normal
8,1b,22,23,30,8,8f,64,1c,Normal
8,16,80,0,ff,15,80,3,19,Normal
8,fb,7f,0,0,45,7f,3,79,Normal
8,0,0,0,0,18,24,23,e6,Normal
8,1b,23,23,30,8,8f,65,2b,Normal
8,0f,80,0,ff,16,80,4,f0,Normal
8,e5,7f,0,0,24,7f,4,4d,Normal
8,0,0,0,0,1a,0,24,ee,Normal
8,1b,22,23,30,8,8f,64,3e,Normal
8,9,80,0,ff,7,80,5,a9,Normal
8,e5,7f,0,0,17,7f,5,f4,Normal
8,5,22,44,0a,22,1f,0,6f,Normal
8,d8,5f,0,89,0,0,0,0,Normal
8,7,80,0,ff,f0,7f,6,cc,Normal
8,0,0,0,0,4,20,26,b0,Normal
8,9,80,0,ff,f1,7f,7,5f,Normal
8,0e,80,0,0,2a,7f,7,4f,Normal
8,0,0,0,0,6,20,27,ae,Normal
8,5f,82,44,0a,0,1f,2,0,Normal
8,0f,80,0,ff,9,80,8,f2,Normal
8,1b,23,23,30,8,8f,67,3a,Normal
8,15,80,0,ff,1a,80,9,aa,Normal
8,1b,80,0,0,48,7f,9,37,Normal
8,1a,80,0,ff,15,80,0a,57,Normal
8,12,80,0,0,4c,7f,0a,99,Normal
8,0,0,0,0,2,21,2a,65,Normal
8,d8,5f,0,8a,0,0,0,0,Normal
8,1d,80,0,ff,9,80,0b,d6,Normal
8,9,80,0,0,4c,7f,0b,8,Normal
8,0,0,0,0,4,25,2b,50,Normal
8,1e,80,0,ff,9,80,0c,62,Normal
8,1d,80,0,ff,1a,80,0d,0c,Normal
8,fb,7f,0,0,48,7f,0d,5a,Normal
8,18,80,0,ff,36,80,0e,25,Normal
8,ee,7f,0,0,3f,7f,0e,32,Normal
8,16,80,0,ff,34,80,0f,3a,Normal
8,f2,7f,0,0,38,7f,0f,a7,Normal
8,11,80,0,ff,1d,80,0,bc,Normal
8,11,80,0,ff,16,80,1,21,Normal
8,0,80,0,0,1d,7f,1,a2,Normal
8,5e,82,3c,0a,0,1f,2,0,Normal
8,16,80,0,ff,1b,80,2,0d,Normal
8,12,80,0,0,10,7f,2,3,Normal
8,0e,80,0,0,17,7f,3,96,Normal
8,5,20,c4,68,75,0,0,fc,Normal
8,5,23,50,0a,23,1f,0,6f,Normal
8,18,80,0,ff,4,80,4,dc,Normal
8,0,80,0,0,36,7f,4,7b,Normal
8,5,22,50,0a,22,1f,0,6f,Normal
8,19,80,0,ff,ff,7f,5,d5,Normal
8,20,80,0,ff,0c,80,6,ee,Normal
8,1b,80,0,0,46,7f,6,85,Normal
8,0,0,0,0,10,29,26,b8,Normal
8,27,80,0,ff,12,80,7,6c,Normal
8,20,80,0,0,3b,7f,7,b6,Normal
8,0,0,0,0,12,0,27,c5,Normal
8,1b,22,23,30,8,8f,64,2d,Normal
8,29,80,0,ff,0c,80,8,c7,Normal
8,5,80,0,0,36,7f,8,d3,Normal
8,0,40,60,ff,7e,ae,9,0,Normal
8,ff,0,0,0,ff,ae,9,0,Normal
8,23,80,0,ff,7,80,9,32,Normal
8,e5,7f,0,0,36,7f,9,d7,Normal
8,1b,22,23,30,8,8f,65,0a,Normal
8,0,40,60,ff,7e,b0,9,0,Normal
8,ff,0,0,0,ff,b0,9,0,Normal
8,1a,80,0,ff,18,80,0a,d2,Normal
8,e5,7f,0,0,2e,7f,0a,e4,Normal
8,1b,22,23,30,8,8f,65,1b,Normal
8,f2,7f,0,0,2a,7f,0b,c8,Normal
8,5e,82,50,0a,0,1f,2,0,Normal
8,0,40,60,ff,7e,ad,9,0,Normal
8,17,80,0,ff,2a,80,0c,51,Normal
8,5,22,4c,0a,22,1f,0,6f,Normal
8,15,80,0,ff,19,80,0d,52,Normal
8,1b,22,23,30,8,8f,68,7,Normal
8,0,40,60,ff,7e,b1,9,0,Normal
8,ff,0,0,0,ff,b1,9,0,Normal
8,0f,80,0,ff,0d,80,0e,ba,Normal
8,ee,7f,0,0,47,7f,0e,76,Normal
8,1a,22,23,30,8,8f,68,19,Normal
8,0b,80,0,ff,15,80,0f,da,Normal
8,ee,7f,0,0,3b,7f,0f,29,Normal
8,1a,22,23,30,8,8f,68,2a,Normal
8,0a,80,0,ff,21,80,0,12,Normal
8,0,80,0,0,1d,7f,0,bf,Normal
8,5,22,34,0a,22,1f,0,6f,Normal
8,1a,22,23,30,8,8f,68,3b,Normal
8,d8,5e,0,8a,0,0,0,0,Normal
8,0e,80,0,ff,21,80,1,66,Normal
8,0e,80,0,0,12,7f,1,25,Normal
8,5,23,34,0a,23,1f,0,6f,Normal
8,1a,23,23,30,8,8f,6b,4,Normal
8,12,80,0,ff,22,80,2,cf,Normal
8,0e,80,0,0,24,7f,2,2f,Normal
8,0,0,0,0,12,0f,22,0f,Normal
8,1a,23,23,30,8,8f,6b,15,Normal
8,0f,80,0,ff,27,80,3,4,Normal
8,f2,7f,0,0,36,7f,3,32,Normal
8,0,0,0,0,14,13,23,d4,Normal
8,1a,23,23,30,8,8f,6b,26,Normal
8,5,20,d4,68,75,0,0,ec,Normal
8,0d,80,0,ff,27,80,4,ed,Normal
8,f7,7f,0,0,41,7f,4,97,Normal
8,0,0,0,0,16,3,24,30,Normal
8,1a,23,23,30,8,8f,6b,37,Normal
8,0f,80,0,ff,1a,80,5,e7,Normal
8,0,0,0,0,18,8,25,aa,Normal
8,5e,82,34,0a,0,1f,2,0,Normal
8,5,23,40,0a,23,1f,0,6f,Normal
8,16,80,0,ff,fb,7f,6,a8,Normal
8,17,80,0,0,44,7f,6,3d,Normal
8,0,0,0,0,1a,33,26,c1,Normal
8,1a,23,23,30,8,8f,66,1a,Normal
8,18,80,0,ff,f9,7f,7,b7,Normal
8,0e,80,0,0,48,7f,7,1c,Normal
8,0,0,0,0,1c,7,27,35,Normal
8,15,80,0,ff,16,80,8,bd,Normal
8,f7,7f,0,0,44,7f,8,82,Normal
8,0,0,0,0,1e,0d,28,4f,Normal
8,12,80,0,ff,28,80,9,0f,Normal
8,13,80,0,ff,2a,80,0a,76,Normal
8,5,80,0,0,27,7f,0a,7e,Normal
8,d8,5f,0,8b,0,0,0,0,Normal
8,15,80,0,ff,1c,80,0c,c6,Normal
